user_id,country,acquisition_channel,registration_date
275,UK,Paid Social,2023-10-02
276,UK,Organic Search,2023-08-18
277,AU,Organic Search,2023-03-13
278,CA,Paid Social,2023-08-05
279,CA,Email,2023-04-04
280,AU,Paid Social,2023-05-23
281,DE,Referral,2023-08-25
282,US,Paid Social,2023-05-08
283,US,Organic Search,2023-02-08
284,US,Email,2023-08-15
285,UK,Paid Social,2023-10-09
286,US,Direct,2023-02-20
287,UK,Referral,2023-01-26
288,UK,Organic Search,2023-11-30
289,US,Organic Search,2023-10-04
290,UK,Direct,2023-01-08
291,US,Organic Search,2023-02-17
292,US,Organic Search,2023-05-02
293,AU,Organic Search,2023-03-27
294,US,Organic Search,2023-07-28
295,US,Direct,2023-09-06
296,UK,Organic Search,2023-09-04
297,AU,Paid Social,2023-04-20
298,US,Paid Social,2023-07-25
299,CA,Paid Social,2023-01-31
300,US,Organic Search,2023-03-26
301,US,Direct,2023-07-14
302,UK,Organic Search,2023-01-02
303,UK,Direct,2023-07-19
304,CA,Email,2023-05-16
305,CA,Paid Social,2023-08-21
306,DE,Paid Social,2023-05-27
307,UK,Paid Social,2023-08-05
308,US,Paid Social,2023-12-23
309,AU,Email,2023-10-12
310,US,Email,2023-12-05
311,UK,Paid Social,2023-09-07
312,US,Paid Social,2023-03-21
313,US,Email,2023-04-08
314,DE,Referral,2023-06-01
315,AU,Paid Social,2023-04-22
316,CA,Paid Social,2023-01-30
317,UK,Organic Search,2023-10-24
318,US,Referral,2023-10-05
319,US,Organic Search,2023-02-01
320,US,Paid Social,2023-06-10
321,UK,Organic Search,2023-01-30
322,CA,Organic Search,2023-01-26
323,CA,Paid Social,2023-10-27
324,US,Referral,2023-09-02
325,DE,Organic Search,2023-09-15
326,CA,Paid Social,2023-09-29
327,UK,Organic Search,2023-03-22
328,CA,Organic Search,2023-01-30
329,UK,Paid Social,2023-09-18
330,US,Paid Social,2023-02-11
331,US,Organic Search,2023-04-06
332,AU,Paid Social,2023-02-05
333,US,Organic Search,2023-11-01
334,US,Paid Social,2023-02-04
335,US,Referral,2023-12-12
336,US,Email,2023-05-01
337,DE,Paid Social,2023-07-26
338,CA,Paid Social,2023-03-03
339,UK,Email,2023-10-19
340,US,Organic Search,2023-05-07
341,UK,Email,2023-10-24
342,UK,Email,2023-11-01
343,US,Organic Search,2023-01-21
344,UK,Organic Search,2023-11-14
345,US,Referral,2023-02-11
346,CA,Paid Social,2023-08-03
347,CA,Organic Search,2023-12-03
348,US,Organic Search,2023-10-26
349,US,Paid Social,2023-10-17
350,CA,Paid Social,2023-09-25
351,UK,Direct,2023-06-11
352,DE,Referral,2023-05-14
353,CA,Organic Search,2023-04-15
354,US,Paid Social,2023-12-09
355,US,Paid Social,2023-06-10
356,CA,Paid Social,2023-05-03
357,US,Organic Search,2023-05-16
358,UK,Referral,2023-07-22
359,DE,Email,2023-03-09
360,UK,Paid Social,2023-12-10
361,US,Paid Social,2023-11-27
362,CA,Organic Search,2023-06-03
363,UK,Paid Social,2023-08-23
364,UK,Paid Social,2023-06-11
365,DE,Paid Social,2023-02-07
366,US,Referral,2023-01-05
367,DE,Paid Social,2023-08-23
368,DE,Paid Social,2023-11-15
369,US,Direct,2023-10-16
370,US,Organic Search,2023-02-21
371,US,Paid Social,2023-02-07
372,US,Paid Social,2023-10-03
373,US,Paid Social,2023-04-20
374,CA,Direct,2023-09-17
375,US,Paid Social,2023-05-16
376,US,Direct,2023-03-09
377,AU,Paid Social,2023-06-28
378,US,Paid Social,2023-02-05
379,AU,Email,2023-05-06
380,US,Organic Search,2023-07-09
381,US,Organic Search,2023-05-26
382,CA,Paid Social,2023-03-22
383,CA,Organic Search,2023-08-13
384,DE,Organic Search,2023-10-06
385,CA,Paid Social,2023-12-27
386,AU,Paid Social,2023-06-04
387,US,Paid Social,2023-11-10
388,US,Referral,2023-12-01
389,AU,Paid Social,2023-09-28
390,AU,Email,2023-01-05
391,DE,Organic Search,2023-12-08
392,UK,Paid Social,2023-10-11
393,US,Email,2023-06-03
394,AU,Paid Social,2023-12-06
395,US,Direct,2023-02-23
396,DE,Paid Social,2023-03-10
397,DE,Organic Search,2023-05-16
398,UK,Paid Social,2023-03-01
399,AU,Paid Social,2023-02-24
400,AU,Email,2023-10-11
401,US,Organic Search,2023-03-21
402,DE,Referral,2023-05-20
403,UK,Referral,2023-05-25
404,AU,Organic Search,2023-11-06
405,US,Paid Social,2023-04-18
406,DE,Email,2023-06-25
407,US,Referral,2023-04-15
408,US,Paid Social,2023-12-18
409,DE,Paid Social,2023-11-21
410,US,Paid Social,2023-05-16
411,US,Paid Social,2023-09-16
412,DE,Organic Search,2023-09-08
413,DE,Direct,2023-05-09
414,UK,Organic Search,2023-01-27
415,CA,Organic Search,2023-02-17
416,UK,Paid Social,2023-11-21
417,US,Paid Social,2023-08-05
418,US,Paid Social,2023-05-22
419,CA,Paid Social,2023-01-23
420,AU,Paid Social,2023-01-02
421,AU,Organic Search,2023-06-20
422,AU,Paid Social,2023-03-08
423,US,Referral,2023-11-23
424,UK,Paid Social,2023-05-15
425,US,Paid Social,2023-03-24
426,UK,Paid Social,2023-08-15
427,UK,Referral,2023-10-10
428,DE,Organic Search,2023-12-28
429,US,Paid Social,2023-08-07
430,US,Direct,2023-10-15
431,US,Paid Social,2023-01-05
432,AU,Organic Search,2023-02-27
433,CA,Paid Social,2023-02-08
434,US,Organic Search,2023-12-20
435,US,Paid Social,2023-03-18
436,CA,Direct,2023-10-07
437,US,Organic Search,2023-01-19
438,AU,Email,2023-07-09
439,CA,Organic Search,2023-10-26
440,US,Email,2023-10-10
441,US,Paid Social,2023-03-17
442,DE,Organic Search,2023-08-09
443,US,Organic Search,2023-03-07
444,US,Referral,2023-01-22
445,AU,Organic Search,2023-06-07
446,DE,Organic Search,2023-07-06
447,DE,Paid Social,2023-01-21
448,AU,Paid Social,2023-07-03
449,US,Paid Social,2023-04-18
450,US,Organic Search,2023-12-16
451,AU,Organic Search,2023-05-08
452,UK,Organic Search,2023-12-08
453,UK,Organic Search,2023-02-22
454,DE,Paid Social,2023-07-01
455,US,Direct,2023-10-14
456,UK,Organic Search,2023-07-28
457,US,Paid Social,2023-11-14
458,UK,Paid Social,2023-03-21
459,US,Referral,2023-05-02
460,US,Referral,2023-03-25
461,US,Email,2023-04-01
462,CA,Organic Search,2023-07-31
463,CA,Organic Search,2023-01-13
464,UK,Paid Social,2023-04-02
465,DE,Organic Search,2023-06-20
466,US,Paid Social,2023-07-30
467,US,Direct,2023-12-09
468,DE,Email,2023-05-08
469,US,Email,2023-05-17
470,DE,Paid Social,2023-03-23
471,US,Paid Social,2023-12-26
472,DE,Paid Social,2023-02-25
473,US,Organic Search,2023-07-15
474,DE,Direct,2023-01-20
475,UK,Organic Search,2023-08-29
476,DE,Paid Social,2023-04-24
477,US,Paid Social,2023-04-13
478,UK,Paid Social,2023-08-24
479,DE,Direct,2023-06-29
480,UK,Paid Social,2023-06-06
481,CA,Email,2023-04-27
482,CA,Organic Search,2023-04-25
483,UK,Paid Social,2023-01-13
484,CA,Direct,2023-12-04
485,UK,Paid Social,2023-04-09
486,DE,Referral,2023-07-24
487,US,Organic Search,2023-06-18
488,US,Paid Social,2023-05-23
489,DE,Paid Social,2023-02-05
490,DE,Email,2023-05-23
491,UK,Organic Search,2023-06-29
492,CA,Direct,2023-11-25
493,US,Paid Social,2023-09-18
494,US,Organic Search,2023-07-24
495,UK,Paid Social,2023-12-14
496,US,Paid Social,2023-10-02
497,UK,Paid Social,2023-06-19
498,US,Email,2023-01-15
499,DE,Paid Social,2023-03-01
500,DE,Paid Social,2023-05-14
501,CA,Paid Social,2023-04-02
502,UK,Organic Search,2023-10-25
503,US,Organic Search,2023-05-16
504,AU,Paid Social,2023-01-20
505,CA,Paid Social,2023-02-25
506,US,Organic Search,2023-11-02
507,DE,Paid Social,2023-08-11
508,AU,Paid Social,2023-06-26
509,DE,Organic Search,2023-06-10
510,CA,Paid Social,2023-08-12
511,CA,Organic Search,2023-11-07
512,UK,Email,2023-09-19
513,DE,Email,2023-03-01
514,DE,Direct,2023-07-17
515,US,Organic Search,2023-10-23
516,US,Direct,2023-04-08
517,US,Email,2023-05-11
518,AU,Direct,2023-01-23
519,DE,Organic Search,2023-12-29
520,US,Paid Social,2023-08-12
521,UK,Email,2023-01-01
522,US,Paid Social,2023-09-24
523,DE,Paid Social,2023-10-03
524,AU,Paid Social,2023-12-18
525,AU,Paid Social,2023-12-10
526,UK,Organic Search,2023-04-11
527,UK,Paid Social,2023-07-06
528,US,Organic Search,2023-08-09
529,US,Paid Social,2023-02-05
530,DE,Organic Search,2023-12-07
531,AU,Paid Social,2023-06-19
532,DE,Organic Search,2023-11-16
533,DE,Paid Social,2023-06-10
534,UK,Direct,2023-12-06
535,AU,Organic Search,2023-03-05
536,DE,Organic Search,2023-06-03
537,AU,Organic Search,2023-09-17
538,US,Email,2023-06-08
539,UK,Paid Social,2023-12-08
540,US,Paid Social,2023-07-29
541,DE,Organic Search,2023-06-17
542,CA,Paid Social,2023-07-26
543,US,Email,2023-12-23
544,CA,Email,2023-06-01
545,CA,Paid Social,2023-10-11
546,US,Organic Search,2023-03-07
547,US,Organic Search,2023-04-09
548,CA,Organic Search,2023-08-04
549,UK,Organic Search,2023-12-07
550,AU,Organic Search,2023-07-14
551,UK,Organic Search,2023-12-13
552,DE,Paid Social,2023-03-31
553,UK,Email,2023-11-12
554,UK,Paid Social,2023-10-19
555,DE,Email,2023-06-04
556,UK,Direct,2023-07-27
557,US,Organic Search,2023-10-08
558,US,Direct,2023-01-01
559,AU,Organic Search,2023-06-05
560,CA,Paid Social,2023-05-27
561,CA,Paid Social,2023-04-18
562,US,Referral,2023-08-09
563,US,Organic Search,2023-10-24
564,US,Organic Search,2023-11-07
565,US,Email,2023-12-02
566,UK,Organic Search,2023-06-14
567,US,Paid Social,2023-08-27
568,UK,Direct,2023-08-15
569,DE,Email,2023-08-15
570,US,Referral,2023-12-12
571,UK,Referral,2023-04-20
572,AU,Organic Search,2023-09-19
573,US,Email,2023-08-31
574,CA,Paid Social,2023-03-28
575,DE,Paid Social,2023-12-04
576,DE,Organic Search,2023-02-13
577,US,Paid Social,2023-05-26
578,DE,Referral,2023-09-21
579,UK,Email,2023-12-06
580,US,Paid Social,2023-11-21
581,UK,Organic Search,2023-11-14
582,DE,Paid Social,2023-06-21
583,UK,Email,2023-02-17
584,US,Direct,2023-05-01
585,CA,Paid Social,2023-12-11
586,US,Organic Search,2023-06-08
587,US,Paid Social,2023-04-26
588,US,Paid Social,2023-04-12
589,US,Email,2023-03-17
590,US,Paid Social,2023-01-13
591,US,Paid Social,2023-01-24
592,CA,Paid Social,2023-05-06
593,US,Organic Search,2023-09-01
594,US,Referral,2023-11-09
595,DE,Paid Social,2023-02-07
596,UK,Paid Social,2023-08-22
597,CA,Paid Social,2023-08-01
598,US,Paid Social,2023-11-19
599,US,Paid Social,2023-10-22
600,US,Direct,2023-04-10
601,US,Organic Search,2023-12-23
602,US,Paid Social,2023-07-16
603,US,Organic Search,2023-09-11
604,US,Paid Social,2023-07-24
605,US,Organic Search,2023-05-05
606,UK,Paid Social,2023-03-17
607,US,Email,2023-12-02
608,US,Email,2023-12-19
609,UK,Paid Social,2023-01-03
610,CA,Paid Social,2023-02-24
611,US,Organic Search,2023-08-06
612,AU,Paid Social,2023-04-23
613,CA,Email,2023-04-01
614,US,Organic Search,2023-12-23
615,DE,Paid Social,2023-09-23
616,DE,Email,2023-08-26
617,US,Email,2023-01-26
618,US,Organic Search,2023-10-13
619,AU,Paid Social,2023-05-08
620,CA,Organic Search,2023-03-04
621,US,Organic Search,2023-08-22
622,US,Email,2023-03-10
623,US,Email,2023-08-26
624,UK,Direct,2023-12-08
625,CA,Organic Search,2023-09-29
626,US,Email,2023-10-14
627,UK,Paid Social,2023-11-01
628,CA,Paid Social,2023-06-12
629,US,Paid Social,2023-08-15
630,US,Organic Search,2023-11-10
631,CA,Direct,2023-09-16
632,DE,Paid Social,2023-08-07
633,UK,Organic Search,2023-10-08
634,UK,Organic Search,2023-08-17
635,US,Organic Search,2023-03-23
636,UK,Organic Search,2023-09-01
637,UK,Paid Social,2023-08-19
638,US,Email,2023-05-13
639,US,Organic Search,2023-05-07
640,US,Organic Search,2023-11-23
641,US,Paid Social,2023-05-22
642,US,Email,2023-09-24
643,US,Paid Social,2023-09-06
644,US,Paid Social,2023-11-17
645,US,Paid Social,2023-05-03
646,DE,Organic Search,2023-05-21
647,UK,Organic Search,2023-08-14
648,CA,Direct,2023-02-09
649,AU,Paid Social,2023-05-27
650,UK,Paid Social,2023-05-01
651,US,Direct,2023-05-20
652,UK,Paid Social,2023-06-21
653,UK,Organic Search,2023-06-13
654,CA,Paid Social,2023-10-04
655,UK,Organic Search,2023-02-11
656,US,Organic Search,2023-03-12
657,US,Paid Social,2023-03-19
658,US,Email,2023-04-29
659,CA,Referral,2023-07-16
660,UK,Paid Social,2023-12-22
661,US,Organic Search,2023-03-20
662,DE,Organic Search,2023-12-28
663,CA,Email,2023-04-20
664,US,Paid Social,2023-02-02
665,US,Paid Social,2023-08-01
666,US,Direct,2023-07-28
667,US,Direct,2023-06-19
668,US,Email,2023-10-05
669,US,Organic Search,2023-08-27
670,US,Direct,2023-08-01
671,US,Email,2023-02-01
672,DE,Organic Search,2023-04-16
673,US,Paid Social,2023-08-04
674,UK,Paid Social,2023-07-19
675,UK,Referral,2023-10-27
676,DE,Organic Search,2023-12-23
677,US,Paid Social,2023-01-11
678,US,Organic Search,2023-10-22
679,DE,Direct,2023-07-14
680,DE,Organic Search,2023-09-02
681,AU,Organic Search,2023-01-04
682,US,Paid Social,2023-06-30
683,US,Email,2023-06-02
684,CA,Organic Search,2023-07-19
685,DE,Organic Search,2023-08-03
686,UK,Direct,2023-10-03
687,UK,Paid Social,2023-10-07
688,US,Email,2023-11-05
689,AU,Organic Search,2023-04-23
690,US,Paid Social,2023-09-07
691,US,Organic Search,2023-04-23
692,UK,Organic Search,2023-05-20
693,UK,Paid Social,2023-08-12
694,US,Paid Social,2023-09-06
695,US,Direct,2023-01-15
696,CA,Paid Social,2023-07-19
697,US,Paid Social,2023-06-22
698,UK,Paid Social,2023-12-09
699,US,Referral,2023-12-14
700,UK,Organic Search,2023-07-27
701,UK,Organic Search,2023-03-26
702,US,Paid Social,2023-08-28
703,US,Paid Social,2023-03-07
704,US,Organic Search,2023-11-15
705,US,Email,2023-10-01
706,DE,Organic Search,2023-01-14
707,US,Email,2023-07-21
708,AU,Organic Search,2023-10-31
709,US,Paid Social,2023-10-16
710,CA,Email,2023-12-06
711,AU,Organic Search,2023-01-14
712,UK,Referral,2023-02-12
713,UK,Paid Social,2023-11-26
714,UK,Email,2023-08-08
715,US,Paid Social,2023-03-11
716,DE,Paid Social,2023-08-25
717,AU,Organic Search,2023-04-04
718,DE,Paid Social,2023-01-26
719,US,Organic Search,2023-05-14
720,CA,Organic Search,2023-07-14
721,DE,Organic Search,2023-06-17
722,US,Paid Social,2023-04-19
723,US,Direct,2023-08-21
724,CA,Organic Search,2023-06-17
725,UK,Organic Search,2023-06-22
726,AU,Paid Social,2023-07-14
727,US,Organic Search,2023-05-23
728,AU,Organic Search,2023-08-04
729,US,Organic Search,2023-05-10
730,US,Email,2023-02-11
731,US,Email,2023-08-29
732,AU,Paid Social,2023-01-10
733,CA,Paid Social,2023-10-04
734,UK,Paid Social,2023-01-27
735,US,Paid Social,2023-06-29
736,DE,Paid Social,2023-04-25
737,US,Paid Social,2023-11-29
738,AU,Organic Search,2023-02-05
739,UK,Organic Search,2023-11-30
740,US,Paid Social,2023-01-21
741,UK,Email,2023-01-16
742,US,Paid Social,2023-05-07
743,CA,Email,2023-04-13
744,UK,Referral,2023-01-11
745,US,Organic Search,2023-11-15
746,DE,Paid Social,2023-03-20
747,US,Paid Social,2023-05-03
748,UK,Referral,2023-03-06
749,DE,Referral,2023-08-31
750,CA,Paid Social,2023-12-09
751,US,Organic Search,2023-02-28
752,DE,Direct,2023-10-16
753,CA,Organic Search,2023-04-22
754,US,Direct,2023-08-27
755,US,Email,2023-12-25
756,AU,Paid Social,2023-05-12
757,CA,Paid Social,2023-07-08
758,UK,Paid Social,2023-03-27
759,DE,Paid Social,2023-11-07
760,AU,Paid Social,2023-11-07
761,US,Direct,2023-02-28
762,US,Email,2023-03-25
763,US,Email,2023-06-09
764,CA,Organic Search,2023-02-25
765,US,Email,2023-10-24
766,UK,Direct,2023-01-14
767,AU,Organic Search,2023-06-09
768,DE,Organic Search,2023-10-22
769,US,Organic Search,2023-12-13
770,AU,Email,2023-07-12
771,US,Paid Social,2023-07-23
772,AU,Direct,2023-04-12
773,US,Organic Search,2023-02-08
774,US,Direct,2023-10-31
775,AU,Organic Search,2023-12-20
776,US,Paid Social,2023-11-18
777,US,Paid Social,2023-05-05
778,CA,Organic Search,2023-02-22
779,CA,Email,2023-12-23
780,CA,Organic Search,2023-06-04
781,CA,Paid Social,2023-12-17
782,UK,Paid Social,2023-11-04
783,US,Paid Social,2023-03-03
784,US,Organic Search,2023-10-17
785,US,Organic Search,2023-01-22
786,DE,Email,2023-06-27
787,UK,Organic Search,2023-09-30
788,UK,Email,2023-08-08
789,UK,Referral,2023-12-05
790,DE,Organic Search,2023-07-09
791,US,Organic Search,2023-02-05
792,UK,Paid Social,2023-09-17
793,UK,Referral,2023-11-28
794,CA,Email,2023-06-24
795,US,Paid Social,2023-01-07
796,DE,Direct,2023-08-04
797,DE,Organic Search,2023-09-08
798,UK,Referral,2023-02-24
799,CA,Referral,2023-08-10
800,DE,Organic Search,2023-07-05
801,CA,Organic Search,2023-11-22
802,US,Organic Search,2023-08-24
803,UK,Organic Search,2023-12-29
804,CA,Email,2023-03-20
805,UK,Paid Social,2023-08-11
806,CA,Organic Search,2023-04-01
807,DE,Paid Social,2023-09-25
808,DE,Referral,2023-11-30
809,UK,Paid Social,2023-05-19
810,US,Paid Social,2023-11-12
811,DE,Organic Search,2023-10-03
812,AU,Referral,2023-09-05
813,US,Email,2023-08-27
814,DE,Organic Search,2023-08-12
815,DE,Organic Search,2023-10-31
816,UK,Organic Search,2023-05-18
817,UK,Organic Search,2023-06-15
818,US,Paid Social,2023-05-06
819,US,Email,2023-02-14
820,US,Paid Social,2023-05-23
821,AU,Email,2023-08-19
822,US,Paid Social,2023-05-05
823,US,Direct,2023-08-26
824,US,Direct,2023-10-19
825,UK,Organic Search,2023-11-09
826,DE,Paid Social,2023-12-09
827,US,Paid Social,2023-07-14
