order_id,user_id,order_date,revenue,status
2142,695,2023-03-02,37.72,Completed
12577,103,2023-03-02,56.79,Refunded
2361,1790,2023-03-02,9.85,Completed
8777,4299,2023-03-02,45.39,Completed
9049,4458,2023-03-02,10.51,Completed
11391,3908,2023-03-03,39.47,Completed
10807,11,2023-03-03,62.48,Refunded
3520,1553,2023-03-03,56.77,Completed
5434,1671,2023-03-03,73.78,Completed
5082,4298,2023-03-03,32.61,Completed
10130,343,2023-03-03,25.24,Completed
12635,287,2023-03-04,74.94,Completed
3429,2330,2023-03-04,21.6,Completed
1357,366,2023-03-04,12.97,Completed
11326,1851,2023-03-04,141.65,Completed
5848,299,2023-03-04,25.85,Completed
4043,706,2023-03-04,6.34,Cancelled
7157,4618,2023-03-04,45.96,Completed
6396,4076,2023-03-05,61.17,Refunded
8748,4301,2023-03-05,109.61,Refunded
8210,472,2023-03-05,122.38,Completed
10233,4507,2023-03-05,20.02,Completed
5160,3206,2023-03-05,64.65,Completed
1677,2052,2023-03-05,13.28,Completed
8350,1319,2023-03-05,51.41,Completed
11906,1952,2023-03-05,134.44,Completed
11253,2438,2023-03-06,4.17,Completed
7063,3914,2023-03-06,14.04,Refunded
9810,2004,2023-03-06,23.41,Completed
11581,4395,2023-03-06,11.85,Cancelled
12388,1555,2023-03-06,31.89,Completed
11824,3898,2023-03-06,31.27,Refunded
7858,4969,2023-03-06,11.64,Completed
8011,3859,2023-03-07,152.28,Completed
7209,1636,2023-03-07,33.99,Completed
6100,609,2023-03-07,22.69,Completed
6412,4905,2023-03-07,78.46,Completed
5474,395,2023-03-07,53.38,Completed
11662,3983,2023-03-07,37.55,Refunded
7695,1622,2023-03-07,10.32,Completed
5433,2024,2023-03-07,6.26,Completed
12333,970,2023-03-07,22.39,Completed
2820,255,2023-03-08,52.26,Completed
11060,4905,2023-03-08,29.1,Completed
8387,3870,2023-03-08,74.84,Completed
2618,4182,2023-03-09,21.34,Completed
1174,3062,2023-03-09,28.67,Completed
4865,1950,2023-03-09,53.15,Completed
11587,681,2023-03-09,35.36,Completed
6778,3228,2023-03-10,22.79,Completed
3686,4301,2023-03-10,13.69,Completed
9735,4087,2023-03-10,128.88,Completed
7852,1710,2023-03-11,12.97,Completed
2852,4187,2023-03-11,71.51,Completed
3846,4340,2023-03-11,16.25,Completed
6618,2936,2023-03-11,22.78,Completed
9144,3422,2023-03-11,196.51,Completed
1068,3860,2023-03-11,69.03,Completed
11003,1981,2023-03-11,39.72,Completed
9489,4942,2023-03-11,31.66,Refunded
4362,505,2023-03-11,59.03,Completed
7767,4122,2023-03-11,50.01,Refunded
10730,1368,2023-03-11,74.7,Cancelled
9979,4365,2023-03-12,80.18,Completed
2132,3635,2023-03-12,57.07,Completed
5868,1446,2023-03-12,26.42,Completed
8281,1560,2023-03-12,5.96,Completed
10199,1322,2023-03-12,62.14,Completed
3186,4183,2023-03-12,41.59,Completed
4465,2141,2023-03-12,8.18,Completed
8555,2317,2023-03-12,12.87,Completed
5462,4891,2023-03-12,67.22,Completed
7113,3177,2023-03-12,90.82,Completed
12431,4823,2023-03-12,46.88,Completed
6969,3870,2023-03-12,30.47,Refunded
12666,2470,2023-03-13,53.28,Completed
11700,2597,2023-03-13,13.17,Completed
4826,1086,2023-03-13,12.6,Completed
6142,1754,2023-03-13,16.51,Completed
5373,4554,2023-03-13,13.27,Completed
8782,52,2023-03-14,14.96,Completed
5374,4842,2023-03-14,52.39,Refunded
8274,4301,2023-03-14,94.07,Completed
10547,1952,2023-03-14,37.61,Completed
4268,3843,2023-03-14,8.67,Completed
8606,2653,2023-03-14,20.44,Completed
11758,2777,2023-03-15,79.15,Completed
8513,2172,2023-03-15,92.64,Completed
12119,3095,2023-03-15,29.34,Refunded
9063,3375,2023-03-15,83.58,Completed
6549,415,2023-03-15,30.7,Completed
3023,236,2023-03-15,44.31,Cancelled
11001,3182,2023-03-15,65.18,Completed
6106,1555,2023-03-15,23.26,Completed
9154,3252,2023-03-15,14.84,Refunded
8484,1462,2023-03-15,86.76,Completed
1254,2004,2023-03-16,15.83,Completed
8973,2052,2023-03-16,29.26,Completed
2792,1894,2023-03-16,17.63,Refunded
3317,1734,2023-03-16,13.54,Completed
1552,977,2023-03-16,59.13,Completed
9508,1615,2023-03-16,42.95,Completed
6679,1455,2023-03-16,21.29,Refunded
9922,3946,2023-03-16,14.96,Refunded
8576,1641,2023-03-16,71.87,Completed
6017,3678,2023-03-16,26.21,Completed
9227,4065,2023-03-16,16.85,Completed
7802,2769,2023-03-16,12.19,Completed
10750,2306,2023-03-16,39.47,Completed
6378,70,2023-03-16,15.28,Completed
9132,3075,2023-03-17,37.67,Cancelled
11378,4290,2023-03-17,28.99,Completed
7838,398,2023-03-17,15.69,Completed
3284,4183,2023-03-17,4.9,Refunded
12477,1233,2023-03-17,33.12,Completed
4089,1180,2023-03-17,62.36,Completed
10653,2900,2023-03-18,161.18,Completed
3285,4924,2023-03-18,64.43,Completed
7602,1619,2023-03-18,12.6,Completed
7144,977,2023-03-18,17.03,Completed
3431,3838,2023-03-19,62.54,Completed
12264,4154,2023-03-19,5.88,Completed
2919,977,2023-03-19,62.66,Completed
11125,4940,2023-03-19,22.44,Completed
8059,1446,2023-03-19,49.03,Cancelled
4834,2286,2023-03-19,27.67,Completed
10133,4748,2023-03-19,17.77,Completed
9823,1779,2023-03-19,32.85,Completed
3904,2498,2023-03-19,148.61,Completed
11715,376,2023-03-19,49.15,Completed
10735,3911,2023-03-20,16.27,Completed
5118,590,2023-03-20,26.68,Completed
6773,1700,2023-03-20,11.49,Cancelled
8886,4076,2023-03-20,28.59,Refunded
8651,1556,2023-03-20,28.84,Refunded
6822,3898,2023-03-20,40.87,Completed
3030,316,2023-03-20,37.46,Completed
6041,1667,2023-03-20,6.63,Completed
4887,4372,2023-03-20,29.65,Completed
7950,3813,2023-03-20,54.15,Refunded
10499,2079,2023-03-20,83.95,Completed
5839,905,2023-03-20,82.87,Completed
12459,1950,2023-03-20,27.68,Completed
3493,931,2023-03-20,102.95,Completed
11818,2597,2023-03-21,54.57,Completed
8901,2280,2023-03-21,8.97,Completed
4530,3380,2023-03-21,21.71,Completed
9200,962,2023-03-21,133.54,Completed
4548,1606,2023-03-22,21.7,Completed
11181,4290,2023-03-22,177.23,Completed
10458,1387,2023-03-22,36.98,Completed
8688,4542,2023-03-22,38.21,Completed
9733,908,2023-03-23,83.4,Completed
7050,3846,2023-03-23,99.14,Completed
3331,4738,2023-03-23,31.56,Completed
9463,1511,2023-03-23,24.76,Completed
7599,4891,2023-03-23,25.62,Refunded
4687,4731,2023-03-24,29.34,Completed
1026,4382,2023-03-24,30.56,Completed
10332,1496,2023-03-24,40.71,Cancelled
2606,3911,2023-03-24,25.66,Completed
5836,2850,2023-03-24,22.1,Completed
4251,3375,2023-03-24,33.52,Completed
6690,366,2023-03-24,80.83,Refunded
4027,2021,2023-03-24,18.57,Refunded
7965,4029,2023-03-25,69.54,Refunded
9834,415,2023-03-25,33.86,Completed
7820,222,2023-03-25,11.11,Completed
11122,3724,2023-03-25,36.72,Refunded
11073,3177,2023-03-25,46.21,Completed
7476,103,2023-03-25,41.44,Completed
6112,3202,2023-03-25,6.72,Cancelled
2470,1891,2023-03-25,22.47,Completed
3241,1178,2023-03-25,10.81,Completed
10928,3,2023-03-25,78.58,Completed
7340,1681,2023-03-25,139.1,Completed
1856,2212,2023-03-26,17.21,Completed
1825,2166,2023-03-26,20.6,Refunded
10146,3416,2023-03-26,19.82,Completed
12252,4942,2023-03-26,44.14,Completed
10733,4915,2023-03-26,27.13,Refunded
2428,1431,2023-03-26,168.06,Cancelled
5507,1062,2023-03-26,46.61,Completed
11366,3646,2023-03-26,35.41,Completed
4052,1039,2023-03-26,57.83,Cancelled
4940,2641,2023-03-26,48.13,Refunded
10736,4070,2023-03-26,44.93,Completed
11539,3657,2023-03-26,13.47,Completed
3467,4299,2023-03-27,23.1,Completed
12235,1891,2023-03-27,15.18,Completed
2492,3588,2023-03-27,37.08,Completed
10872,2830,2023-03-27,70.45,Completed
11398,255,2023-03-27,24.21,Completed
12576,1681,2023-03-27,43.31,Completed
11150,133,2023-03-27,13.24,Completed
3273,1619,2023-03-27,89.41,Completed
8492,635,2023-03-27,16.47,Completed
6388,3380,2023-03-27,24.1,Completed
8440,2969,2023-03-27,14.87,Completed
8280,316,2023-03-27,13.57,Completed
2323,1112,2023-03-28,19.01,Completed
10128,4542,2023-03-28,28.31,Completed
6682,2962,2023-03-28,21.37,Completed
8322,4885,2023-03-28,27.09,Completed
6144,4290,2023-03-28,39.65,Completed
7844,4008,2023-03-28,15.07,Completed
3614,2250,2023-03-28,8.1,Completed
11630,3202,2023-03-28,151.95,Completed
5605,1861,2023-03-29,25.97,Refunded
1922,4290,2023-03-29,53.21,Completed
3338,2270,2023-03-29,11.98,Completed
10775,2081,2023-03-29,11.92,Completed
11735,312,2023-03-29,21.98,Completed
12173,3776,2023-03-29,95.7,Completed
3474,2742,2023-03-29,36.35,Completed
10967,529,2023-03-29,16.56,Completed
5235,2166,2023-03-29,12.14,Completed
1790,415,2023-03-29,10.73,Refunded
2242,1078,2023-03-30,8.62,Completed
1449,4299,2023-03-30,11.69,Completed
1333,3120,2023-03-30,58.63,Completed
1447,2397,2023-03-30,8.82,Completed
4880,4458,2023-03-30,31.41,Completed
4382,804,2023-03-30,31.89,Completed
3610,590,2023-03-30,14.15,Refunded
11575,4883,2023-03-30,70.41,Completed
7017,3969,2023-03-30,88.45,Completed
12186,4590,2023-03-30,25.42,Completed
6856,1220,2023-03-31,46.5,Refunded
7117,3458,2023-03-31,14.23,Completed
7502,2581,2023-03-31,27.37,Completed
10215,4052,2023-03-31,56.07,Completed
11696,268,2023-03-31,40.44,Completed
4610,4099,2023-03-31,42.88,Completed
5145,328,2023-03-31,57.71,Completed
1651,905,2023-03-31,26.76,Refunded
2565,3889,2023-03-31,24.34,Completed
3734,2843,2023-03-31,38.31,Completed
2048,4528,2023-03-31,6.46,Completed
1368,3908,2023-03-31,25.59,Completed
8711,2648,2023-04-01,24.29,Completed
5261,2397,2023-04-01,81.99,Completed
3091,1389,2023-04-01,14.55,Completed
12811,711,2023-04-01,29.5,Completed
7704,3908,2023-04-01,72.01,Completed
8297,130,2023-04-01,13.57,Completed
7180,3252,2023-04-02,32.56,Completed
10722,940,2023-04-02,32.79,Refunded
4311,3702,2023-04-02,41.12,Completed
11847,1145,2023-04-02,7.21,Completed
12821,91,2023-04-02,19.38,Completed
6119,2969,2023-04-02,56.88,Completed
9812,4588,2023-04-02,9.51,Completed
10297,4261,2023-04-02,317.09,Completed
10506,1606,2023-04-02,27.45,Completed
9456,741,2023-04-02,11.51,Completed
12865,2273,2023-04-03,70.51,Completed
12946,1590,2023-04-03,33.73,Completed
3644,2333,2023-04-03,87.87,Completed
1249,1553,2023-04-03,19.08,Completed
11572,4619,2023-04-03,20.7,Completed
4692,2622,2023-04-03,38.52,Completed
12040,1072,2023-04-03,12.45,Completed
2990,3844,2023-04-04,44.43,Refunded
8569,4805,2023-04-04,7.2,Completed
12437,4365,2023-04-04,34.67,Completed
10004,4882,2023-04-04,11.0,Completed
6959,4592,2023-04-04,214.22,Refunded
11094,1981,2023-04-04,44.98,Completed
10007,501,2023-04-04,105.16,Refunded
10355,943,2023-04-05,21.08,Refunded
9305,4823,2023-04-05,72.51,Completed
2110,2431,2023-04-05,12.3,Completed
4189,4837,2023-04-05,28.9,Completed
7989,1220,2023-04-05,141.69,Completed
4370,4098,2023-04-05,44.71,Refunded
8883,1615,2023-04-05,9.55,Completed
6244,1268,2023-04-05,96.06,Refunded
12623,4969,2023-04-05,8.48,Refunded
5526,4517,2023-04-05,73.33,Refunded
10636,2371,2023-04-05,118.69,Completed
5668,3969,2023-04-06,17.59,Completed
12287,4481,2023-04-06,58.12,Completed
8102,1319,2023-04-06,14.55,Completed
6492,2424,2023-04-06,45.71,Completed
8977,2012,2023-04-06,55.19,Completed
7585,3584,2023-04-06,199.85,Completed
7592,3557,2023-04-06,56.12,Completed
11375,3215,2023-04-06,9.87,Completed
5099,2878,2023-04-06,45.6,Completed
7496,1556,2023-04-06,79.41,Completed
6942,3925,2023-04-07,46.6,Completed
8633,3683,2023-04-07,3.99,Refunded
8094,521,2023-04-07,27.62,Completed
4493,4433,2023-04-07,17.03,Cancelled
6364,334,2023-04-07,27.55,Completed
11476,3356,2023-04-07,38.33,Completed
9627,4554,2023-04-07,57.59,Completed
9909,1462,2023-04-07,29.39,Completed
12064,4008,2023-04-07,25.28,Completed
8395,3846,2023-04-08,13.87,Cancelled
2613,804,2023-04-08,17.46,Refunded
6335,4098,2023-04-08,81.46,Completed
9015,161,2023-04-08,26.82,Completed
2886,415,2023-04-08,32.63,Completed
10846,4528,2023-04-08,86.66,Completed
7632,3918,2023-04-08,12.57,Completed
1282,4261,2023-04-08,7.39,Completed
9599,3299,2023-04-08,84.05,Cancelled
11671,1475,2023-04-08,12.62,Completed
11723,3039,2023-04-09,7.0,Completed
1686,4147,2023-04-09,44.27,Completed
11510,431,2023-04-09,37.08,Completed
11269,1163,2023-04-09,60.18,Completed
6894,4309,2023-04-09,91.52,Refunded
12827,489,2023-04-09,15.12,Completed
1458,746,2023-04-09,38.98,Completed
3134,4147,2023-04-09,33.69,Completed
1207,1319,2023-04-09,10.36,Completed
4139,2772,2023-04-10,9.34,Completed
4073,1558,2023-04-10,51.21,Refunded
2056,1912,2023-04-10,25.59,Completed
5087,2370,2023-04-10,52.27,Completed
11091,1578,2023-04-10,26.76,Completed
9047,432,2023-04-10,50.35,Completed
7641,1026,2023-04-10,34.23,Completed
2947,1747,2023-04-10,16.28,Completed
7216,1086,2023-04-10,18.16,Completed
4812,464,2023-04-11,36.94,Completed
7276,2936,2023-04-11,17.8,Completed
9163,910,2023-04-11,25.66,Completed
1321,2130,2023-04-11,80.64,Completed
11982,791,2023-04-11,9.84,Completed
12628,414,2023-04-11,84.71,Completed
11905,4135,2023-04-11,46.44,Completed
11799,4054,2023-04-11,57.55,Refunded
10553,202,2023-04-11,22.18,Refunded
5388,4781,2023-04-11,70.48,Refunded
12521,819,2023-04-11,59.77,Cancelled
3010,1981,2023-04-11,41.82,Completed
5981,1902,2023-04-12,35.12,Completed
10744,1528,2023-04-12,94.41,Completed
6363,4594,2023-04-12,42.17,Completed
8677,3712,2023-04-12,49.32,Completed
3315,4301,2023-04-12,23.45,Completed
4751,2438,2023-04-13,17.81,Completed
5891,3654,2023-04-13,62.94,Cancelled
10599,322,2023-04-13,145.06,Completed
10535,420,2023-04-13,22.52,Completed
4676,798,2023-04-13,11.78,Completed
12048,1026,2023-04-13,32.79,Completed
10084,4182,2023-04-13,52.53,Completed
8818,4905,2023-04-14,74.75,Completed
3888,2182,2023-04-14,86.99,Completed
2430,163,2023-04-14,47.29,Completed
2354,3165,2023-04-14,94.19,Completed
5011,973,2023-04-14,32.33,Refunded
9528,4065,2023-04-14,31.09,Cancelled
7236,2250,2023-04-14,35.23,Refunded
5542,4357,2023-04-15,19.87,Completed
10882,4758,2023-04-15,27.22,Completed
5663,3008,2023-04-15,24.62,Completed
3208,1817,2023-04-15,40.55,Cancelled
12823,1655,2023-04-15,60.9,Refunded
11656,3214,2023-04-15,44.14,Completed
6277,4056,2023-04-15,12.46,Cancelled
2445,2263,2023-04-15,71.79,Completed
3428,984,2023-04-15,101.22,Completed
7335,4345,2023-04-16,20.51,Completed
9603,4556,2023-04-16,19.13,Refunded
3466,3482,2023-04-16,15.37,Refunded
4707,930,2023-04-16,77.17,Completed
7217,2748,2023-04-16,20.45,Completed
11720,1568,2023-04-16,110.42,Completed
10805,273,2023-04-16,28.76,Completed
3157,2712,2023-04-16,82.18,Completed
2902,1062,2023-04-16,33.44,Refunded
8154,4091,2023-04-17,6.99,Completed
2723,4196,2023-04-17,68.14,Completed
9252,2962,2023-04-17,69.79,Completed
6403,1319,2023-04-17,117.2,Completed
1663,222,2023-04-17,40.34,Completed
9123,1421,2023-04-17,20.08,Completed
4626,49,2023-04-17,15.69,Refunded
1268,2081,2023-04-17,22.03,Completed
2182,4154,2023-04-18,14.27,Completed
1983,1754,2023-04-18,100.23,Completed
11706,740,2023-04-18,32.03,Completed
7752,33,2023-04-18,52.0,Completed
7231,4894,2023-04-18,12.09,Completed
11215,3000,2023-04-18,148.36,Completed
1400,3228,2023-04-18,10.23,Completed
10053,4075,2023-04-18,12.88,Cancelled
7151,4299,2023-04-18,29.55,Refunded
8764,63,2023-04-18,64.81,Completed
12480,398,2023-04-18,30.55,Completed
9792,1667,2023-04-18,54.73,Completed
7170,2470,2023-04-18,22.14,Completed
5880,2608,2023-04-18,33.21,Completed
12099,2652,2023-04-19,40.64,Completed
7152,3358,2023-04-19,19.74,Completed
8377,4305,2023-04-19,38.83,Refunded
8410,2371,2023-04-19,70.97,Refunded
10065,64,2023-04-19,33.57,Completed
6818,1894,2023-04-19,39.17,Completed
11298,3605,2023-04-19,2.25,Completed
1125,4099,2023-04-19,16.03,Cancelled
9096,2581,2023-04-20,240.51,Completed
9151,3358,2023-04-20,79.49,Completed
10778,3654,2023-04-20,14.26,Completed
10450,3285,2023-04-20,21.24,Completed
11108,2066,2023-04-20,48.25,Completed
1274,2024,2023-04-20,112.4,Completed
12302,4098,2023-04-20,39.51,Refunded
8075,2012,2023-04-20,46.45,Completed
9520,2122,2023-04-21,51.52,Completed
3647,2122,2023-04-21,111.62,Completed
12312,2965,2023-04-21,12.56,Completed
7400,734,2023-04-21,25.14,Completed
8509,3908,2023-04-21,65.83,Cancelled
5066,3830,2023-04-21,9.3,Refunded
2731,2628,2023-04-21,62.65,Cancelled
11460,2398,2023-04-21,29.95,Completed
7739,142,2023-04-21,19.01,Refunded
2933,3983,2023-04-21,155.38,Completed
7697,1655,2023-04-22,87.89,Refunded
4982,970,2023-04-22,88.6,Completed
11256,2098,2023-04-22,8.14,Completed
6224,2117,2023-04-22,6.49,Refunded
7030,3112,2023-04-22,12.64,Completed
3511,3719,2023-04-22,15.65,Completed
12670,3709,2023-04-22,64.96,Completed
12155,4196,2023-04-22,45.59,Completed
9914,4499,2023-04-22,10.45,Completed
2119,4938,2023-04-22,144.08,Completed
8444,2076,2023-04-23,37.24,Completed
3627,4853,2023-04-23,29.59,Completed
8217,934,2023-04-23,33.69,Completed
6620,42,2023-04-23,18.14,Completed
8029,3220,2023-04-23,21.67,Completed
1160,1119,2023-04-23,16.5,Completed
11795,1280,2023-04-23,36.23,Cancelled
1188,4099,2023-04-23,73.63,Completed
4472,299,2023-04-23,15.58,Completed
12326,691,2023-04-23,11.31,Completed
